"dyad_id","initiator_country","initiator_alpha_2","receiver_country","receiver_country_alpha_2_code","incident_id","name","description","start_date","end_date","source_disclosure","operation_type","impact_indicator_score","impact_indicator_label","unweighted_intensity","weighted_intensity","number_attributions","number_political_responses","number_legal_responses","casualties","attribution_id","initiator_name","initiator_category","initiator_subcategory","receiver_id","receiver_name","receiver_category","receiver_subcategory","receiver_regions","offline_conflict_issue","offline_conflict_name","offline_conflict_intensity","offline_conflict_intensity_subcode","cyber_conflict_issue","physical_effects_spatial","physical_effects_temporal","target_multiplier","functional_impact","intelligence_impact","economic_impact","economic_impact_value","economic_impact_currency","affected_entities","affected_entities_value","affected_eu_countries","affected_eu_countries_value","affected_third_countries","affected_third_countries_value","Data theft","Data theft & Doxing","Disruption","Hijacking with Misuse","Hijacking without Misuse","Not available","Ransomware","added_to_db","updated_at"
347,"Israel","IL","Iran, Islamic Republic of","IR",2936,"Self-styled Hacktivist Group Predatory Sparrow Hijacked Systems That Led to Nationwide Gas Pump Disruptions in Iran on 18 December 2023","On 18 December 2023, the purported hacktivist group Gonjeshke Darande (Farsi for Predatory Sparrow) claimed responsibility for disrupting petrol stations across Iran, with Tehran being particularly affected. The attack was carried out in response to what the group perceives as aggression by the Iranian government and its proxies in the region. A statement by the group also directly addressed Iranian Supreme Leader Seyyed Ali Hosseini Khamenei.
Iranian Oil Minister Javad Owji said the attack had disrupted supplies to around 70 per cent of the country's petrol stations, but did not otherwise elaborate on the incident.
In a statement posted on social media, Gonjeshke Darande professed to have conducted the operation in a controlled manner to avoid harm to emergency services and civilians. The group claimed to have sent warnings to emergency services before the operation and declared to have deliberately left some petrol stations operational, even though they purportedly were able to completely disrupt their operations.
While Predatory Sparrow is not officially affiliated with Israel, the group is widely believed to have ties to Israeli security services. The group has previously carried out a number of operations against Iranian critical infrastructure systems. The Iranian Civil Defence Authority launched an investigation into the incident.","2023-12-18 00:00:00","Not available","Incident disclosed by attacker","Prolonged system outage (e.g., wiper)",7,"Low",4,6,2,1,1,"Not available","16544","Gonjeshke Darande = Predatory Sparrow/Indra (Israeli Defence Forces, Unit 8200)","Non-state-group","Hacktivist(s)","5430_0","['Not available']","['Critical infrastructure']","['Energy']","['ASIA', 'MENA', 'MEA']","International power","Iran – Israel","Unknown","Not available","International power","Not available","Not available","Very high political importance (e.g., critical infrastructure, military) - intensity multiplied by 1.5","Days (< 7 days)","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","Not available",0,"euro","1-10",0,"Not available","Not available","1-10",1,0,0,1,1,0,0,0,"2023-12-19","2024-01-26"
348,"Israel","IL","Lebanon","LB",1021,"Lebanon-Hezbollah Phone Hack 2017","Lebanon blames Israel for anti-Hezbollah telecoms hacking","2017-05-01 00:00:00","Not available","Incident disclosed by authorities of victim state","DDoS/Defacement",0,"Not available",1,1,1,0,0,"Not available","1201","Unknown","State","Not available","1626_0","['Not available']","['Critical infrastructure']","['Transportation']","['ASIA', 'MENA', 'MEA']","International power","Not available","Yes / HIIK intensity","HIIK 2","International power","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2022-08-15","2024-09-26"
348,"Israel","IL","Lebanon","LB",3880,"Israeli Cyber Army Hacked Beirut Airport Control Tower’s Communication Network on 28 September 2024","The Israeli cyber army hacked into the communication network of the Beirut Airport control tower on Saturday, 28 September 2024, breaching the communication network and threatening an Iranian civilian plane attempting to land, forcing it to return to Tehran. The hack was reported by MiddleEastMonitor website. The Lebanese Ministry of Transport instructed airport authorities to block the Iranian aircraft from entering Lebanese airspace in response to the hack. The Israeli army claimed that Beirut International Airport was being used as an entry point for weapons to Hezbollah, however Lebanese authorities denied the accusation, stating that the airport is strictly civilian. ","2024-09-28 00:00:00","2024-09-28 00:00:00","Incident disclosed by authorities of victim state","Data theft",6,"Low",2,2,1,1,0,"Not available","25242","Unknown","State","Not available","7054_0","['Not available']","['Critical infrastructure']","['Transportation']","['ASIA', 'MENA', 'MEA']","International power","Iran – Israel","Yes / HIIK intensity","HIIK 3","International power","Not available","Not available","Moderate - high political importance","Day (< 24h)","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","Not available",0,"euro","1-10",1,"Not available","Not available","1-10",1,0,0,1,0,1,0,0,"2024-09-30","2025-02-03"
349,"Israel","IL","Palestine","PS",282,"DDOS vs. Palestinian Pages","Internet services in the WestBank and Gaza have come under ""sustained attack"" in multiple locations, a day after Palestine's accession to the UNESCO. Palestinian officials hint at Israel as the inititator.","2011-11-01 00:00:00","Not available","Incident disclosed by victim","DDoS/Defacement",0,"Not available",2,2,1,0,0,"Not available","351","Unknown","State","Not available","531_0","['Not available']","['Critical infrastructure']","['Telecommunications']","['ASIA', 'MENA', 'MEA']","Secession","Not available","Yes / HIIK intensity","HIIK 4","Secession","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2022-08-15","2022-11-02"
349,"Israel","IL","Palestine","PS",403,"Yourikan counter attack OP Israel","Pro-Israel Hacker Disrupts Palestinian Hamas Websites","2012-11-01 00:00:00","Not available","Incident disclosed by attacker","DDoS/Defacement",0,"Not available",1,1,1,0,0,"Not available","484","Yourikan","Individual hacker(s)","Not available","711_0","['Not available']","['Critical infrastructure']","['Telecommunications']","['ASIA', 'MENA', 'MEA']","Secession","Not available","Yes / HIIK intensity","HIIK 3","Secession","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2022-08-15","2022-11-02"
350,"Israel","IL","Saudi Arabia","SA",334,"IDF-Team takes down Stock Exchanges","Israeli hackers brought down the websites of both the Saudi Stock Exchange (Tadawul) and the Abu Dhabi Securities Exchange (ADX) Tuesday, in the latest episode of a continuing cyberwar between hackers in the two countries.","2012-01-17 00:00:00","2012-01-17 00:00:00","Incident disclosed by attacker","DDoS/Defacement",0,"Not available",1,1,1,0,0,"Not available","6705","IDF-Team","Non-state-group","Hacktivist(s)","625_0","['Not available']","['Critical infrastructure']","['Finance']","['ASIA', 'MENA', 'MEA', 'GULFC']","Secession","Not available","Yes / HIIK intensity","HIIK 3","System / ideology","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"euro","Not available",0,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2022-08-15","2024-07-08"
351,"Israel","IL","Syria","SY",62,"Operation Orchard","Israel reportedly used electronic warfare to take over Syrian air-defenses and feed them a false-skypicture, for the entire period of time that the Israeli fighter jets needed to cross Syria, bomb their target and return.","2007-09-06 00:00:00","2007-09-07 00:00:00","Incident disclosed by media (without further information on source)","Prolonged system outage (e.g., wiper)",0,"Not available",3,3,1,0,0,"Not available","82","Unknown","State","Not available","152_0","['Not available']","['State institutions / political system']","['Military']","['ASIA', 'MENA', 'MEA']","Other","Not available","Yes / HIIK intensity","HIIK 3","Other","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,0,0,1,1,0,0,0,"2022-08-15","2023-03-13"
352,"Israel","IL","United Arab Emirates","AE",334,"IDF-Team takes down Stock Exchanges","Israeli hackers brought down the websites of both the Saudi Stock Exchange (Tadawul) and the Abu Dhabi Securities Exchange (ADX) Tuesday, in the latest episode of a continuing cyberwar between hackers in the two countries.","2012-01-17 00:00:00","2012-01-17 00:00:00","Incident disclosed by attacker","DDoS/Defacement",0,"Not available",1,1,1,0,0,"Not available","6705","IDF-Team","Non-state-group","Hacktivist(s)","626_0","['Not available']","['Critical infrastructure']","['Finance']","['ASIA', 'MENA', 'MEA', 'GULFC']","Secession","Not available","Yes / HIIK intensity","HIIK 3","System / ideology","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"euro","Not available",0,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2022-08-15","2024-07-08"
353,"Israel","IL","United States","US",1325,"Anti-facist Israeli group hacks website of Ku Klux Klan (KKK)","Israeli hacktivists have attacked a website of the Patriotic Brigade Knights, which is a allied group of the white-supremacist Ku Klux Klan (KKK).","2021-02-01 00:00:00","Not available","Incident disclosed by attacker","Hack and leak",0,"Not available",2,2,1,0,0,"Not available","1558","Hayalim Almonim ","Non-state-group","Hacktivist(s)","2195_0","['Not available']","['Social groups']","['Other social groups']","['NATO', 'NORTHAM']","Unknown","Not available","Unknown","Not available","System / ideology","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,0,1,1,0,0,0,0,"2022-08-15","2022-11-02"
354,"Israel","IL","Unknown","Unknown",616,"OP Israel Counterattack","In a counter-attack against Op Israel, local hackers hijacked the webcams of attackers of Israeli sites","2014-04-01 00:00:00","Not available","Incident disclosed by attacker","Hack and leak",0,"Not available",3,3,1,0,0,"Not available","732","Israeli Elite Force","Non-state-group","Hacktivist(s)","998_0","['Not available']","['Social groups']","['Hacktivist']","['Not available']","Unknown","Not available","Unknown","Not available","Cyber-specific","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,0,1,0,1,0,0,0,"2022-08-15","2022-11-02"
354,"Israel","IL","Unknown","Unknown",899,"Intsights vs. ISIS","The israeli cyber-securityfirm Intsights hacked an ISIS forum and found information concerning future terrorist attacks","2016-08-04 00:00:00","2016-08-04 00:00:00","Incident disclosed by attacker","Hack and leak",0,"Not available",2,2,1,0,0,"Not available","1062","Intsights","Non-state-group","Private technology companies / hacking for hire groups without state affiliation / research entities","1421_0","['Not available']","['Social groups']","['Terrorist']","['Not available']","Unknown","Not available","Unknown","Not available","System / ideology","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,0,1,0,0,0,0,0,"2022-08-15","2022-11-02"
355,"Israel, United States","IL, US","Iran, Islamic Republic of","IR",46,"Stuxnet","US and Israeli created worm Stuxnet infiltrates Iranian nuclear facility which leads to destruction of uranium centrifuges.","2007-01-01 00:00:00","Not available","Incident disclosed by IT-security company","Prolonged system outage (e.g., wiper)",0,"Not available",7,11,2,0,0,"Not available","17378","NSA/Equation Group","State","Not available","116_1","['Not available']","['Critical infrastructure', 'State institutions / political system']","['Military', 'Defence industry']","['ASIA', 'MENA', 'MEA']","International power","Not available","Yes / HIIK intensity","HIIK 2","International power","Local effects, e.g., affecting only one restricted area of a country or region (incident scores 1 point in intensity)","Long lasting effects (> 24h; incident scores 2 points in intensity)","Very high political importance (e.g., critical infrastructure, military) - intensity multiplied by 1.5","Not available","Not available","Not available",0,"euro","Not available",0,"Not available","Not available","Not available",0,0,0,1,1,0,0,0,"2022-08-15","2025-01-16"
356,"Italy","IT","Global (region)","world",3795,"The Australian Federal Police (AFP), alone and in cooperation with other law enforcement agencies in Operation Task Force (OTF) NEXT, gained access to devices using the messaging service Ghost beginning in March 2022","The Australian Federal Police (AFP), alone and in cooperation with other law enforcement agencies in Operation Task Force (OTF) NEXT, gained access to devices using the messaging service Ghost from March 2022 to 18 September 2024, as Europol and the AFP reported on 18 September 2024.
As part of a separate law enforcement operation, Operation Kraken, under the OTF NEXT, the Australian Federal Police modified the updates from the Ghost messaging service operator to gain access to devices in Australia that used this messaging service. The Ghost messaging service was a communication platform used for illegal activities. However, OTF NEXT also spoke of technical interventions that allowed participating law enforcement agencies to access messages shared via Ghost.
In addition to many law enforcement actions in many countries between 17 and 18 September 2024, including arrests and seizures, AFP charged the operator of the messaging service, 32-year-old Jay Je Yoon Jung of New South Wales, with five counts.","2022-03-01 00:00:00","2024-09-18 00:00:00","Incident disclosed by authorities of victim state","Data theft",5,"Minor",4,0,1,0,0,"Not available","23266","Central Directorate for Anti-Drug Services","State","Not available","6944_0","['Ghost']","['Social groups']","['Criminal']","['Not available']","Not available","Not available","Not available","Not available","Cyber-specific","Not available","Not available","Not available","No system interference/disruption","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","Not available",0,"euro","1-10",1,"Not available","Not available","1-10",1,1,0,0,0,1,0,0,"2024-09-20","2024-12-04"
357,"Italy","IT","Italy","IT",790,"Leonardo Corp. Hack","The italian aerospace and electronics group Leonardo was hacked and senistive data stolen from it by a hacking group,whose leader was tasked with securing the network systems of the company.","2015-05-01 00:00:00","Not available","Incident disclosed by authorities of victim state","Data theft",0,"Not available",4,4,1,0,0,"Not available","939","Unknown","Non-state-group","Private technology companies / hacking for hire groups without state affiliation / research entities","1235_0","['Not available']","['Critical infrastructure']","['Defence industry']","['EUROPE', 'NATO', 'EU']","Unknown","Not available","Unknown","Not available","Unknown","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,1,0,0,1,0,0,0,"2022-08-15","2022-11-02"
357,"Italy","IT","Italy","IT",1113,"Anonymous publishes 26 thousand email addresses of italian teachers","The Italian branch of the Anonymous collective leaks from the Italian Ministry of Education, 26,000 emails of teachers belonging to all level of schools. They also leak 200 administrative staff addresses.","2018-03-08 00:00:00","2018-03-08 00:00:00","Incident disclosed by attacker","Hack and leak",0,"Not available",1,1,1,0,0,"Not available","1317","Anonymous/LulzSec Italy","Non-state-group","Hacktivist(s)","1796_0","['Not available']","['State institutions / political system']","['Government / ministries']","['EUROPE', 'NATO', 'EU']","Unknown","Not available","Unknown","Not available","System / ideology","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,0,1,0,0,0,0,0,"2022-08-15","2023-06-18"
357,"Italy","IT","Italy","IT",3989,"The Italian Private Investigation Company Equalize Gained Access to the Databases of the Italian Law Enforcement Agencies, the Italian Revenue Agency, and the Bank of Italy and Stole Data Beginning in 2019","The Italian private investigation company Equalize gained access to the databases of the Italian law enforcement agencies, the Italian Revenue Agency, and the Bank of Italy and stole data beginning in 2019, reported the Milanese public prosecutor, Francesco de Tommasi, in the course of the investigation's disclosure on 25 October 2024.
The Milan, Bari and Perugia public prosecutor's offices were involved in the investigation. They brought charges against around 60 people for membership in a criminal organisation to abuse access to a computer system, corruption, disclosure of official secrets, abusive wiretapping and aiding and abetting.
The focus is on the private investigation company Equalize and its circle, which is said to have consisted of hackers, computer consultants, private intelligence agencies and police officers. The managing director of Equalize and former police officer Carmine Gallo; the chairman of the Fondazione Fiera Milano, Enrico Pazzali; Gallo's business partner, Nunzio Samuele Calamucci; and the owners or members of associated companies, Massimiliano Camponoro and Giulio Cornelli, were placed under house arrest. Carmine Gallo was wiretapped for having contacts with the mafia and for having 800,000 entries of the database of the Italian law enforcement agencies, SDI. 
The stolen data was primarily intended to be used to harm competitors or political opponents of Pazzali or people associated with him. Furthermore, the stolen data was sold to clients with the same interest, including large companies and professional and law firms. ","2019-01-01 00:00:00","Not available","Incident disclosed by authorities of victim state","Data theft",7,"Low",3,3,1,1,0,"Not available","25205","Equalize","Non-state-group","Private technology companies / hacking for hire groups without state affiliation / research entities","7273_0","['Sistema di Indagine (SDI)', 'Bank of Italy', 'Italian Revenue Agency']","['Critical infrastructure', 'State institutions / political system']","['Government / ministries', 'Finance', 'Civil service / administration']","['EUROPE', 'NATO', 'EU']","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Moderate - high political importance","No system interference/disruption","Data corruption (deletion/altering) but no leaking of data, no data breach/exfiltration OR major data breach / exfiltration, but no data corruption and/or leaking of data","Not available",0,"euro","1-10",3,"Not available","Not available","Not available",0,1,0,0,1,0,0,0,"2024-10-29","2025-03-03"
357,"Italy","IT","Italy","IT",3890,"24-Year-Old Hacker Arrested for Compromising Italian Ministry of Justice and Major Corporations Between 2020-2024","A 24-year-old hacker from Gela, currently residing in Rome, was arrested by the Postal Police on 1 October 2024 after a lengthy investigation into unauthorised access to the computer systems of the Ministry of Justice, Guardia di Finanza, Tim, and Telespazio. Between 2020 and 2024, the hacker acquired sensitive investigation files, including those related to organised crime, as disclosed by the National Anti-Mafia Directorate and the cybercrime pool of the Public Prosecutor's Office of Naples in a press conference on 2 October 2024. The arrest was facilitated by investigators who monitored the hacker's access to the servers, allowing them to seize a substantial amount of decrypted data. The hacker, who employed at least five fictitious identities, had the capability to control the information systems of justice, posing a serious threat to national security. The investigation involved multiple prosecutors and was coordinated by the National Anti-Mafia Directorate and the cybercrime unit of Naples.","2020-01-01 00:00:00","Not available","Incident disclosed by media (without further information on source)","Data theft",7,"Low",4,4,1,0,1,"Not available","24313","Unknown","Individual hacker(s)","Not available","7083_0","['Not available']","['Critical infrastructure', 'State institutions / political system']","['Government / ministries', 'Police', 'Space', 'Telecommunications']","['EUROPE', 'NATO', 'EU']","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Moderate - high political importance","No system interference/disruption","Data corruption (deletion/altering) but no leaking of data, no data breach/exfiltration OR major data breach / exfiltration, but no data corruption and/or leaking of data","Not available",0,"euro","1-10",0,"Not available","Not available","Not available",0,1,0,0,1,0,0,0,"2024-10-04","2024-12-23"
358,"Japan","JP","Russia","RU",3184,"UK, US and other law enforcement agencies infiltrated LockBit ransomware group as early as 2021 eventually seizing public websites and servers in 2024","UK, US and other law enforcement agencies seized the public websites and servers of the LockBit ransomware group beginning in 2021, the US Department of Justice and the Federal Bureau of Investigation (FBI) as well as the UK National Crime Agency (NCA) and the National Cyber Security Center (NCSC) announced on 20 February 2024.
In addition to the aforementioned authorities, the NCA South West Regional Organised Crime Unit; France’s Gendarmerie Nationale Cyberspace Command; Germany’s Landeskriminalamt Schleswig-Holstein and the Bundeskriminalamt; Switzerland’s Federal Office of Police, Public Prosecutor’s Office of the Canton of Zurich, and Zurich Cantonal Police; Japan’s National Policy Agency; Australian Federal Police; Sweden’s Polismyndighetens; Royal Canadian Mounted Police; Politie Dienst Regionale Recherche Oost-Brabant of the Netherlands; Finland’s Poliisi; Europol; and Eurojust also took part in the intervention called Operation Cronos.
Operation Cronos included the takeover of LockBit's public websites, where they published their ransomware attacks and subsequent ransom demands; and the takeover of the LockBit ransomware group's administrative environment, from which they controlled the ransomware attacks; the arrest of two LockBit actors in Poland and Ukraine, as well as the disruption of multiple US servers used by LockBit's administrators to host the StealBit platform to organise and collect stolen data. In total, security authorities seized 34 servers hosting the data leak website and its mirrors, data stolen from the victims, cryptocurrency addresses, 1000 decryption keys, and the affiliate panel.
On the same day, the Office of Foreign Assets Control (OFAC) sanctioned Ivan Gennadievich Kondratiev, a Russian citizen and leader of LockBit's affiliate National Hazard Society, as well as another Russian citizen, Artur Sungatov. In addition, the US District Court in New Jersey indicted Ivan Gennadievich Kondratiev (also known as ""Bassterlord"" or ""Fisheye"") and Artur Sungatov for conspiracy to commit fraud and related activity in connection with computers, conspiracy to commit wire fraud as well as computer fraud and abuse.
The US department of state offers a reward of up to $15 million for information that could lead to the identification or location of Lockbit members and affiliates, as published in a press statement on 21 February 2024. 
In a statement on 24 February 2024, LockBit shares detailed information about the breach of their servers. According to this timeline, the first penetration testing occuredat 6:36 UTC resulting in a 502 Bad Gateway error. 20:47 the site gave an 404 Not Found nginx error, the server was not able to accessed and information was erased. LockBit suspects that the authorities gained access through CVE-2023-3824 to two main servers, which had installed the PHP 8.1.2 version known for that vulnerability. LockBit implicates the reason behind the attack by the authorities lies in the menaced leak information from https://fultoncountyga.gov/. As confirmed on 24 February 2024, LockBit has undertaken efforts to relaunch their operation on a new infrastructure, which is now running the latest version of PHP 8.3.3. LockBit offers a reward for anyone informing them about new CVEs while threatening to increase their attacks on government sectors. According to Bleeping Computer, the statement appears to be an attempt at damage control and restoring their credibility. ","2021-01-01 00:00:00","Not available","Incident disclosed by attacker","Data theft",9,"Low",6,6,1,0,0,"Not available","22200","National Policy Agency","State","Not available","5890_0","['Lockbit']","['Social groups']","['Criminal']","['EUROPE', 'EASTEU', 'CSTO', 'SCO']","Not available","Not available","Not available","Not available","Cyber-specific","Not available","Not available","Moderate - high political importance","Days (< 7 days)","Data corruption (deletion/altering) but no leaking of data, no data breach/exfiltration OR major data breach / exfiltration, but no data corruption and/or leaking of data","Not available",0,"euro","1-10",1,"Not available","Not available","1-10",1,1,0,1,1,0,0,0,"2024-02-21","2024-12-20"
359,"Jordan","JO","Egypt","EG",486,"Anonymous Jordan vs. Egyptian Government","Egyptian government websites are defaced by Anonymous Jordan in solidarity with anti-government protesters.","2013-07-07 00:00:00","2013-07-07 00:00:00","Incident disclosed by attacker","DDoS/Defacement",0,"Not available",1,1,1,0,0,"Not available","587","Anonymous","Non-state-group","Hacktivist(s)","824_0","['Not available']","['State institutions / political system']","['Government / ministries']","['MENA', 'MEA', 'AFRICA', 'NAF']","National power","Not available","Yes / HIIK intensity","HIIK 5","National power","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2022-08-15","2022-11-02"
360,"Kazakhstan","KZ","Azerbaijan","AZ",2067,"YoroTrooper targeted European countries and organizations in several cyber espionage campaigns since June 2022","A newly discovered hacking group named YoroTrooper has been targeting government and energy organizations in Azerbaijan, Tajikistan, Kyrgyzstan, and other countries in the Commonwealth of Independent States (CIS) region, according to a report by Cisco Talos Intelligence Group from 14 March. The threat actor has also been observed compromising accounts of an unspecified EU healthcare agency and the World Intellectual Property Organization (WIPO). Talos further identified compromises at embassies of Azerbaijan, Turkmenistan, and European countries. YoroTrooper likely targets other organizations across Europe as well as Turkish government agencies. Information obtained during the breaches include credentials for multiple applications, browser histories, cookies, system information, and screenshots.","2022-06-01 00:00:00","Not available","Incident disclosed by IT-security company","Data theft",6,"Low",3,3,2,0,0,"Not available","16066","YoroTrooper","Unknown","Not available","3591_0","['Not available']","['State institutions / political system']","['Government / ministries']","['ASIA', 'CENTAS']","Unknown","Not available","Unknown","Not available","Unknown","Not available","Not available","Moderate - high political importance","No system interference/disruption","Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ","Not available",0,"euro","1-10",0,"Not available","Not available","1-10",0,1,0,0,1,0,0,0,"2023-03-15","2024-01-10"
361,"Kazakhstan","KZ","Belarus","BY",2067,"YoroTrooper targeted European countries and organizations in several cyber espionage campaigns since June 2022","A newly discovered hacking group named YoroTrooper has been targeting government and energy organizations in Azerbaijan, Tajikistan, Kyrgyzstan, and other countries in the Commonwealth of Independent States (CIS) region, according to a report by Cisco Talos Intelligence Group from 14 March. The threat actor has also been observed compromising accounts of an unspecified EU healthcare agency and the World Intellectual Property Organization (WIPO). Talos further identified compromises at embassies of Azerbaijan, Turkmenistan, and European countries. YoroTrooper likely targets other organizations across Europe as well as Turkish government agencies. Information obtained during the breaches include credentials for multiple applications, browser histories, cookies, system information, and screenshots.","2022-06-01 00:00:00","Not available","Incident disclosed by IT-security company","Data theft",6,"Low",3,3,2,0,0,"Not available","16066","YoroTrooper","Unknown","Not available","3582_0","['Government of Belarus']","['State institutions / political system']","['Government / ministries']","['EUROPE', 'EASTEU', 'CSTO']","Unknown","Not available","Unknown","Not available","Unknown","Not available","Not available","Moderate - high political importance","No system interference/disruption","Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ","Not available",0,"euro","1-10",0,"Not available","Not available","1-10",0,1,0,0,1,0,0,0,"2023-03-15","2024-01-10"
362,"Kazakhstan","KZ","Kazakhstan","KZ",666,"Operation Manul","A probably state-sponsored espionage campaign by the Kazakh government against critical journalists, disclosed by the Electronic Frontier Foundation (EFF) in a report in August 2016. After the EFF originally attributed the campaign to the Indian hacking-for-hire company Appin, a follow-up joint report by threat intelligence company Lookout and the EFF from 2018 indicated the responsibility of an actor that uses the same infrastructure like the threat actor dubbed Dark Caracal, believed to be administered out of a building belonging to the Lebanese General Security Directorate in Beirut.","2015-01-01 00:00:00","Not available","Incident disclosed by third-party-actor (e.g., Citizen Lab, Amnesty International, whistleblowers) or authorities of another state","Data theft",0,"Not available",3,3,2,0,0,"Not available","14347","Appin Security Group","State affiliated actor","Not available","1068_0","['Not available']","['Social groups']","['Political opposition / dissidents / expats']","['ASIA', 'CSTO', 'SCO']","Unknown","Not available","Unknown","Not available","System / ideology","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"euro","Not available",0,"Not available","Not available","Not available",0,1,0,0,1,0,0,0,"2022-08-15","2023-11-20"
362,"Kazakhstan","KZ","Kazakhstan","KZ",1222,"Golden Falcon Surveillance in Kazakhstan","Many sectors in Kazakhstan were surveilled and hacked by the threat actor Golden Falcon, which may be linked to the Kazakh government.","2019-01-01 00:00:00","Not available","Incident disclosed by IT-security company","Data theft",0,"Not available",3,3,1,0,0,"Not available","1441","APT-C-34/Golden Falcon","State","Not available","1982_4","['Not available']","['Social groups', 'State institutions / political system']","['Election infrastructure / related systems', 'Government / ministries', 'Political opposition / dissidents / expats', 'Religious', 'Military']","['ASIA', 'CSTO', 'SCO']","National power","Not available","Yes / HIIK intensity","HIIK 2","National power","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,1,0,0,1,0,0,0,"2022-08-15","2022-11-02"
363,"Kazakhstan","KZ","Kyrgyzstan","KG",2737,"Threat actor 'YoroTrooper' targeted critical infrastructure and government organizations in CIS countries beginning in June 2023","The threat actor YoroTrooper/SturgeonPhisher has been employing spear-phishing to target critical infrastructure and government organizations in CIS countries beginning in June 2023. Cisco Talos assessed with high confidence that the threat actor is based in Kazakhstan but is masquerading as Azerbaijani.","2023-01-01 00:00:00","Not available","Incident disclosed by IT-security company","Data theft",6,"Low",3,3,1,0,0,"Not available","15384","YoroTrooper","Unknown","Not available","5128_0","['Ministry of Transport and Roads (Kyrgyzstan)', 'KyrgyzKomur']","['Critical infrastructure', 'State institutions / political system']","['Government / ministries', 'Energy']","['ASIA', 'CENTAS', 'CSTO', 'SCS']","Unknown","Not available","Unknown","Not available","Unknown","Not available","Not available","Moderate - high political importance","No system interference/disruption","Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ","Not available",0,"euro","1-10",5,"Not available","Not available","1-10",4,1,0,0,1,0,0,0,"2023-10-27","2023-12-19"
363,"Kazakhstan","KZ","Kyrgyzstan","KG",4266,"Kazakh State-Sponsored Hacking Group Silent Lynx Launched Spearphishing Attacks on Embassies, Lawyers, Government-Backed Banks, and Think Tanks in Kyrgyzstan and Turkmenistan Using RAR Archive Attachments with Malicious Payloads and Telegram Bots Between 27 December 2024 and 5 February 2025","Silent Lynx, a Kazakhstan-origin threat actor, was linked to cyber attacks targeting entities in Kyrgyzstan and Turkmenistan, including embassies, lawyers, government-backed banks, and think tanks, between 27 December 2024 and 5 February 2025. The attacks commenced with spearphishing emails containing RAR archive attachments that delivered malicious payloads, granting remote access to compromised hosts. The payloads included a malicious C binary and a decoy PDF file, which ran a PowerShell script using Telegram bots for command execution and data exfiltration. Seqrite Labs detected the attacks and reported them to the public on 5 February 2025, noting tactical overlaps with YoroTrooper, a threat actor linked to attacks targeting the Commonwealth of Independent States countries.","2024-12-27 00:00:00","2025-02-05 00:00:00","Not available","Data theft",0,"Not available",0,0,1,0,0,"Not available","25333","Silent Lynx","Non-state-group","Other non-state groups","7834_0","['Not available']","['Critical infrastructure', 'State institutions / political system']","['Finance', 'Other (e.g., embassies)']","['ASIA', 'CENTAS', 'CSTO', 'SCS']","Not available","Not available","Not available","Not available","International power","Not available","Not available","Not available","Not available","Not available","Not available",0,"euro","Not available",0,"Not available","Not available","Not available",0,1,0,0,1,0,0,0,"2025-02-06","2025-02-10"
