"dyad_id","initiator_country","initiator_alpha_2","receiver_country","receiver_country_alpha_2_code","incident_id","name","description","start_date","end_date","source_disclosure","operation_type","impact_indicator_score","impact_indicator_label","unweighted_intensity","weighted_intensity","number_attributions","number_political_responses","number_legal_responses","casualties","attribution_id","initiator_name","initiator_category","initiator_subcategory","receiver_id","receiver_name","receiver_category","receiver_subcategory","receiver_regions","offline_conflict_issue","offline_conflict_name","offline_conflict_intensity","offline_conflict_intensity_subcode","cyber_conflict_issue","physical_effects_spatial","physical_effects_temporal","target_multiplier","functional_impact","intelligence_impact","economic_impact","economic_impact_value","economic_impact_currency","affected_entities","affected_entities_value","affected_eu_countries","affected_eu_countries_value","affected_third_countries","affected_third_countries_value","Data theft","Data theft & Doxing","Disruption","Hijacking with Misuse","Hijacking without Misuse","Not available","Ransomware","added_to_db","updated_at"
650,"Russia","RU","Australia","AU",1613,"Members of REvil ransomware group stole information of Australian private health insurance provider Medibank in October 2022","Members of REvil ransomware group stole personal information of customers of Australian private health insurance provider Medibank in October 2022. A week before the company became aware of the data theft, Medibank had arrested a ransomware attack in the staging phase. Stolen data came from the systems of the ahm insurance and the international student insurance services, and comprised customer names, addresses, dates of birth, medicare numbers, policy numbers, and phone numbers. In some cases, details also included claims data, recording the location of where a customer received medical services and codes revealing their diagnoses and procedures.
In November the hackers started leaking the stolen data on the dark web containing screencaps from chats or negotiations between Medibank and the ransomware group. 
On 1 December 2022, Medibank confirmed, that the hackers leaked another dump of stolen data containing health claim information. In February 2023, the company stated that the ""criminal accessed our systems using a stolen Medibank username and password used by a third party IT service provider"" and that ""following the triage of a security alert on 11 October we closed down the criminal’s attack path and can reconfirm no further activity by the criminal since 12 October 2022 has been detected inside our systems."" In a coordinated effort, Australia joined by the US and the UK on 23 January 2024 imposed sanctions and a travel ban on Russian national Alexander Ermakov, a suspected member of the ransomware group REvil.  ","2022-10-01 00:00:00","Not available","Incident disclosed by victim","Hack and leak",11,"Medium",4,4,2,3,3,"Not available","25553","REvil","Non-state-group","Criminal(s)","2645_0","['Medibank Private Ltd.']","['Critical infrastructure']","['Health']","['OC']","Not available","Not available","Not available","Not available","Unknown","Not available","Not available","Moderate - high political importance","No system interference/disruption","Major data breach/exfiltration (critical/sensitive information) & data corruption (deletion/altering) and/or leaking of data ","> 10 Mio - 100 Mio",24000000,"dollar","1-10",0,"Not available","Not available","1-10",0,0,1,0,1,0,0,0,"2022-10-20","2025-02-20"
650,"Russia","RU","Australia","AU",2631,"Ransomware group 'ALPHV/BlackCat' gained access to confined part of the computer system of the Australian commercial law firm HWL Ebsworth and stole information of 65 government entities in April 2023","The 'ALPHV/BlackCat' ransomware group gained access to a confined part of the computer system of the Australian commercial law firm HWL Ebsworth and stole information of 65 government entities in April 2023, the hacker group claimed in a post on its leak site on 28 April 2023.
In June, the law firm confirmed the cyber incident and said the compromised information included driver's licenses, passports and birth certificate details. ALPHV/BlackCat  leaked some of the stolen information on 9 June 2023.
On 15 June, the Office of the Australian Information Commissioner (OAIC) reported that HWL Ebsworth told them that documents relating to a limited number of OAIC files were also affected. Then on 18 September 2023, the National Cyber Security Coordinator, Darren Goldie, confirmed in a statement that 65 government entities and a large number of private clients were affected by this cyber incident. Among the government entities affected were the Australian Federal Police and the Department of Home Affairs. ","2023-04-01 00:00:00","Not available","Incident disclosed by media (without further information on source)","Ransomware & data theft extortion",8,"Low",3,3,1,1,1,"Not available","13979","BlackCat/ALPHV","Non-state-group","Criminal(s)","4945_0","['Not available', 'Australian Federal Police (AFP)', 'Office of the Australian Information Commissioner (OAIC)', 'Department of Home Affairs (Australia)']","['State institutions / political system']","['Government / ministries', 'Police', 'Civil service / administration']","['OC']","Not available","Not available","Not available","Not available","Unknown","Not available","Not available","Moderate - high political importance","No system interference/disruption","Minor data breach/exfiltration (no critical/sensitive information), data corruption (deletion/altering) and/or leaking of data  ","Not available",0,"euro","1-10",1,"Not available","Not available","1-10",1,0,1,0,1,0,0,1,"2023-09-20","2024-05-03"
650,"Russia","RU","Australia","AU",2970,"Qilin Ransomware Group suspected of targeting Independent Australian Authority Court Services Victoria (CSV) on 8 December 2023","The Court Services Victoria (CSV) discovered on 21 December 2023 that unidentified threat actors had gained access to the audio-visual in-court technology network and thereby sensitive video recordings, audio recordings and transcription services on 8 December. In response, the CSV isolated and disconnected affected networks.
The exposed recordings date back to 1 November. Among the affected associated institutions are the Supreme Court, the County Court, the Magistrates' Court, the Children's Court and the Coroners Court. Independent reporting linked the Qilin ransomware group, which reportedly consists of Russian hackers, to the incident.","2023-12-08 00:00:00","2023-12-21 00:00:00","Incident disclosed by authorities of victim state","Ransomware & data theft extortion",6,"Low",3,3,1,0,1,"Not available","21965","Unknown","Non-state-group","Criminal(s)","5526_0","['Not available']","['State institutions / political system']","['Judiciary', 'Civil service / administration']","['OC']","Not available","Not available","Not available","Not available","Unknown","Not available","Not available","Moderate - high political importance","No system interference/disruption","Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ","Not available",0,"euro","1-10",5,"Not available","Not available","1-10",1,1,0,0,1,0,0,1,"2024-01-03","2024-10-10"
651,"Russia","RU","Austria","AT",798,"Tainted Leaks 2016","Documents stolen from a prominent journalist and critic of the Russian government were manipulated and then released/leaked. The operation against the journalist led us to the discovery of a larger phishing operation, with over 200 unique targets spanning 39 countries (including members of 28 governments).","2016-01-01 00:00:00","Not available","Incident disclosed by third-party-actor (e.g., Citizen Lab, Amnesty International, whistleblowers) or authorities of another state","Hack and leak",0,"Not available",2,2,1,0,0,"Not available","948","Cyber Berkut","State affiliated actor","Not available","1266_1","['Not available']","['State institutions / political system']","['Government / ministries', 'Military']","['EUROPE', 'EU', 'WESTEU']","Unknown","Not available","Unknown","Not available","System / ideology","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,0,1,0,0,0,0,0,"2022-08-15","2024-05-24"
651,"Russia","RU","Austria","AT",3142,"LockBit targeted Austrian municipality of Korneuburg with ransomware on 5 February 2024","Initially unknown actors targeted the Austrian municipality of Korneuburg with ransomware on 5 February 2024. Following the incident, the entire IT network was shut down and services had to be switched to manual procedures upon the activation of an emergency plan. The municipality received external assistance from IT specialists to restore the systems. Law enforcement authorities as well as the public prosecutor initiated an investigation. The following week, LockBit was confirmed as being responsible for the attack and two members of the criminal group were arrested within ""Operation Cronos"", while it was not clear if the arrests were in connection to the incident. On 23 February 2024, the municipality announced that the impact of the attack was mitigated with no data theft recorded.","2024-02-05 00:00:00","Not available","Incident disclosed by victim","Ransomware & data theft extortion",9,"Low",4,4,1,0,1,"Not available","18160","LockBit","Non-state-group","Criminal(s)","5805_0","['Municipality of Korneuburg']","['State institutions / political system']","['Civil service / administration']","['EUROPE', 'EU', 'WESTEU']","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Moderate - high political importance","Weeks (< 4 weeks)","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","=< 10 Mio",100000,"euro","1-10",1,"Not available","Not available","Not available",0,0,0,1,1,0,0,1,"2024-02-12","2024-03-22"
651,"Russia","RU","Austria","AT",3829,"The Russian state-sponsored hacking group NoName057(16) disrupted several official websites of Austrian political parties and institutions beginning on 23 September 2024","The Russian state-sponsored hacking group NoName057(16) disrupted several official websites of Austrian political parties and institutions beginning on 23 September 2024, the chief executive officer of the detective agency Foreus, Stefan Embacher, attributed in an article by the television station OE24 on 24 September.
On Monday, 23 September 2024, the websites of the Austrian People's Party (ÖVP) and the Social Democratic Party of Austria (SPÖ) were disrupted. On 24 September 2024, the website of the Communist Party of Austria (KPÖ) was also disrupted. On 25 September 2024, the Ministry of Defense, the Austrian Court of Auditors, and other unnamed websites were disrupted.
Embacher said that NoName057(16) is a hacker group with ""close ties to the Kremlin"" and that they are ""financed by Putin's regime."" In an immediate exchange with the hacker group, they confirmed they had targeted Austrian political parties in the upcoming elections on Sunday, 29 September 2024. ","2024-09-23 00:00:00","2024-09-25 00:00:00","Incident disclosed by attacker","DDoS/Defacement",7,"Low",1,1,4,1,0,"Not available","25090","NoName057(16)","State affiliated actor","Not available","7005_0","['Not available']","['State institutions / political system']","['Government / ministries', 'Political parties', 'Civil service / administration']","['EUROPE', 'EU', 'WESTEU']","Third-party intervention / third-party affection","Russia – Ukraine","Yes / HIIK intensity","HIIK 5","International power","Not available","Not available","Moderate - high political importance","Days (< 7 days)","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","Not available",0,"euro","1-10",6,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2024-09-25","2025-01-31"
652,"Russia","RU","Azerbaijan","AZ",75,"Pinch duke","The campaign of Pinch Duke is malware toolset attributed to the Dukes, a Russian state-sponsored cyberespionage operation with the joint goal of gathering intelligence on the sentiments of the targeted countries.","2008-01-01 00:00:00","Not available","Incident disclosed by IT-security company","Data theft",0,"Not available",2,2,1,0,0,"Not available","104","Cozy Bear/APT29/Dukes/Group 100/IRON HEMLOCK/Midnight Blizzard fka NOBELIUM/UNC2452/Cozy Duke/YTTRIUM/G0016 (SVR)","State affiliated actor","Not available","179_2","['Not available']","['Social groups', 'State institutions / political system']","['Government / ministries', 'Criminal']","['ASIA', 'CENTAS']","Unknown","Not available","Unknown","Not available","International power","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,1,0,0,0,0,0,0,"2022-08-15","2023-03-13"
653,"Russia","RU","Belarus","BY",3773,"Kremlin-Linked COLDRIVER aka Star Blizzard Launched Spear-Phishing Campaign Targeting Eastern European Civil Society and US-Based Free Russia Foundation Between April and September 2024","Between April and June 2024, the Kremlin-linked cyberespionage group COLDRIVER aka Star Blizzard conducted a spear-phishing campaign targeting civil society members, NGOs, and the US-based Free Russia Foundation, a pro-democracy think tank. The group focused on organizations operating in Eastern Europe, sending phishing emails containing malicious PDF links designed to compromise victims' systems.
COLDRIVER impersonated trusted contacts to lure targets into downloading the malicious PDFs. Once accessed, victims' devices were scanned, and data was transmitted to command-and-control servers hosted on virtual private servers from Hostinger International Limited. The group used Proton Mail accounts to maintain anonymity throughout the operation.
In addition to NGOs and media outlets in Russia and Belarus, the campaign notably targeted the Free Russia Foundation in the beginning of September 2024, leading to the theft of over 2,500 email chains and 13GB of sensitive documents. These included grant reports, internal correspondence, and personal information, which were subsequently leaked on a Telegram channel. The leak is believed to be linked to COLDRIVER’s continued efforts to destabilize pro-democracy entities.","2024-04-01 00:00:00","2024-09-04 00:00:00","Incident disclosed by third-party-actor (e.g., Citizen Lab, Amnesty International, whistleblowers) or authorities of another state","Hack and leak",9,"Low",4,4,2,0,0,"Not available","22819","Star Blizzard fka SEABORGIUM/Callisto Group/TA446/COLDRIVER/TAG:53/Blue Charlie/Reuse Team (FSB Centre 18, Unit 64829)","State affiliated actor","Not available","6909_0","['Not available']","['Social groups']","['Advocacy / activists (e.g. human rights organizations)']","['EUROPE', 'EASTEU', 'CSTO']","International power","EU, USA et. al –  Russia","Yes / HIIK intensity","Not available","International power","Not available","Not available","Moderate - high political importance","No system interference/disruption","Major data breach/exfiltration (critical/sensitive information) & data corruption (deletion/altering) and/or leaking of data ","Not available",0,"euro","1-10",0,"Not available","Not available","1-10",0,0,1,0,1,0,0,0,"2024-09-10","2025-03-03"
654,"Russia","RU","Belgium","BE",106,"Campaign ""Sandworm"" - 2009","A cyberespionage campaign believed to be based in Russia has been targeting government leaders and institutions for nearly five years, according to researchers with iSight Partners.","2009-01-01 00:00:00","Not available","Incident disclosed by IT-security company","Data theft",0,"Not available",2,2,1,0,0,"Not available","3249","Sandworm/APT44/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/Seashell Blizzard fka IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)","State affiliated actor","Not available","260_3","['Not available']","['Social groups', 'Critical infrastructure', 'State institutions / political system']","['Advocacy / activists (e.g. human rights organizations)', 'Military', 'Defence industry']","['EUROPE', 'EU', 'NATO', 'WESTEU']","Unknown","Not available","Unknown","Not available","Unknown","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"euro","Not available",0,"Not available","Not available","Not available",0,1,0,0,0,0,0,0,"2022-08-15","2024-01-17"
654,"Russia","RU","Belgium","BE",3175,"Russian-aligned threat actor TAG-70 targeted various governmental entities in Europe and Central Asia using Roundcube vulnerability in October 2023","The Russian-aligned threat actor TAG-70 was observed to target more than 80 organisations with a regional focus in Eastern European countries such as Ukraine, Georgia and Poland, Recorded Future disclosed in a February 2024 report. The group, which shares overlaps with activity tracked as Winter Vivern, UAC-0114 and TA473, focused on embassies of various states and other political entities, suggesting espionage-related tasking aligning with Russian and Belarusian interests.
Additional targets included entities in critical infrastructure sectors such as research, science, transport or media. TAG-70 made use of the CVE-2023-43770 vulnerability in Roundcube's web mail server application, which was added by the US Cybersecurity and Infrastructure Security Agency (CISA) in February to a list of known exploited vulnerabilities.","2023-10-01 00:00:00","2023-10-15 00:00:00","Incident disclosed by IT-security company","Data theft",8,"Low",3,3,1,0,0,"Not available","21681","Unknown","State affiliated actor","Not available","5879_1","['Not available']","['Critical infrastructure']","['Research']","['EUROPE', 'EU', 'NATO', 'WESTEU']","Third-party intervention / third-party affection","Russia – Ukraine","Yes / HIIK intensity","HIIK 5","International power","Not available","Not available","Moderate - high political importance","No system interference/disruption","Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ","Not available",0,"euro","11-50",0,"Not available","Not available","Not available",0,1,0,0,1,0,0,0,"2024-02-19","2024-12-03"
654,"Russia","RU","Belgium","BE",2784,"Pro-Russian Hacking Group 'NoName057(16)' Suspected Of Disrupting Numerous Belgian Government Websites On 9 November 2023","On 9 November, several Belgian government websites were temporarily unavailable, possibly due to yet another cyber-attack, which is believed to be of pro-Russian origin. The hacker group 'NoName057(16)' expressed their dissatisfaction with Belgium's support for Ukraine on their social media channels, suggesting that they could be behind the attack. The group posted a link to a website status monitoring service together with screenshot of what appeared to be timed-out request for loading the website of the Chamber of Representative, Belgium's lower house of parliament. The Centre for Cyber Security (CCB) confirmed that several government websites were targeted for disruption.
In particular, websites such as the those of the Chamber, the Senate and that of the Belgian Royal Family were affected by this incident. According to CCB spokesperson Katrien Eggers, the reported disruptions were rather limited.","2023-11-09 00:00:00","2023-11-09 00:00:00","Incident disclosed by media (without further information on source)","DDoS/Defacement",6,"Low",1,1,1,0,0,"Not available","15055","NoName057(16)","Non-state-group","Hacktivist(s)","5211_0","['Chamber of Representatives (Belgium)', 'Senate (Belgium)', 'Royal Family (Belgium) ']","['State institutions / political system']","['Government / ministries', 'Legislative']","['EUROPE', 'EU', 'NATO', 'WESTEU']","Third-party intervention / third-party affection","Russia – Ukraine","Yes / HIIK intensity","HIIK 5","International power","Not available","Not available","Moderate - high political importance","Day (< 24h)","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","Not available",0,"euro","1-10",3,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2023-11-13","2024-01-18"
654,"Russia","RU","Belgium","BE",3038,"Russian Ransomware Group Medusa Suspected of Compromising Belgian Waste Management Organisation Limburg.Net on 13 December 2023","On 13 December 2023, Limburg.net, the inter-municipal organisation for waste prevention and collection in the province of Limburg and the city of Diest in Belgium, became the subject of an intrusion through which data from over 300,000 Belgian households was compromised. In response to the breach, all systems were immediately shut down to prevent further damage. The organisation's website remained offline for several days. 
Subsequent investigations revealed that threat actors of suspected Russian origin had infiltrated an old data server and copied documents containing public or outdated data, with media reports linking the activity to the ransomware group Medusa. The compromised data mainly dates back to before the merger of three municipalities in 2005 and contained personal data such as names, addresses and national register numbers of 311,000 heads of household from several municipalities in 2014 and 2015. These contents match with leaked data. Limburg.net rejected the hackers' ransom demand of $100,000 and reported the incident to the police. ","2023-12-13 00:00:00","2023-12-13 00:00:00","Incident disclosed by victim","Ransomware & data theft extortion",6,"Low",3,3,1,0,0,"Not available","17512","Medusa Ransomware Group","Non-state-group","Criminal(s)","5657_0","['Limburg.net']","['State institutions / political system']","['Civil service / administration']","['EUROPE', 'EU', 'NATO', 'WESTEU']","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Moderate - high political importance","No system interference/disruption","Minor data breach/exfiltration (no critical/sensitive information), but no data corruption (deletion/altering) or leaking of data  ","Not available",0,"euro","1-10",1,"Not available","Not available","Not available",0,1,0,0,1,0,0,1,"2024-01-22","2024-02-26"
654,"Russia","RU","Belgium","BE",3181,"Pro-Russian hacktivist group NoName057(16) carried out DDoS attacks against Belgian govermental websites on 20 February 2024","In the afternoon of 20 February 2024, the Russian hacktivist group NoName057(16) briefly disrupted several Belgian governmental websites, including the site of Prime Minister Alexander De Croo and the House of Representatives. On Telegram, NoNameo57 linked its activity to Belgium's financial support for the Ukrainian government. The Belgian Cybersecurity Centre confirmed the attack that lasted for two hours, although the websites were not continually down during this timeframe.","2024-02-20 00:00:00","2024-02-20 00:00:00","Incident disclosed by attacker","DDoS/Defacement",6,"Low",1,1,1,0,0,"Not available","21672","Unknown","Non-state-group","Hacktivist(s)","5886_0","['Not available']","['State institutions / political system']","['Government / ministries', 'Legislative']","['EUROPE', 'EU', 'NATO', 'WESTEU']","Third-party intervention / third-party affection","Russia – Ukraine","Yes / HIIK intensity","HIIK 5","International power","Not available","Not available","Moderate - high political importance","Day (< 24h)","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","Not available",0,"euro","1-10",2,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2024-02-21","2024-10-04"
654,"Russia","RU","Belgium","BE",3902,"Russian state-sponsored hacker group NoName057(16) disrupted several government websites in Belgium beginning on 7 October 2024","The Russian state-sponsored hacker group ""NoName057(16)"" launched a DDoS attack on several government websites and on several infrastructure targets in Belgium between 7 and 8 October 2024, justifying its attack due to Belgium's planned donation of three Caesar artillery units; while NoName declared the attack on its Telegram channel, it was confirmed by the Belgian Cybersecurity Centre (CBC) and the affected institutions.
The attack on municipal websites took place on 7 October and temporarily disrupted the affected servers and impacted the provinces of Liège, Limburg, East Flanders, Flemish Brabant, Walloon Brabant; the municipalities of Rhode-Saint-Genèse, Linkebeek, and Kraainem; the cities of Antwerp and Herstal; and the Belgian Chamber of Representatives. On 8 October, NoName further launched DDoS attacks against several ports in Belgium, including the ports of Antwerp-Bruges, Zeebrugge, Liège, and the European Organisation of Maritime Ports.
On October 10, 2024, the NoName hacker group disrupted the organization Febelfin, the Belgian Ministry of the Economy (Federal Public Service Economy, SMEs, Middle Classes, and Energy) and the Belgian Center for Cyber Security (CCB).","2024-10-07 00:00:00","2024-10-10 00:00:00","Incident disclosed by attacker","DDoS/Defacement",8,"Low",2,2,2,1,0,"Not available","24287","NoName057(16)","State affiliated actor","Non-state-group, state-affiliation suggested (widely held view for the attributed initiator (group), but not invoked in this case)","7109_0","['Chamber of Representatives (Belgium)', 'Province of Walloon Brabant', 'Federal Public Service Economy, SMEs, Middle Classes, and Energy', 'The City of Herstal', 'Province of Liège', 'Hainaut Province', 'Municiipality of Kraainem', 'City of Antwerp', 'Port of Antwerp-Bruges', 'Municipality of Linkebeek', 'Port of Zeebrugge', 'Municipality of Rhode-Saint-Genese', 'Febelfin', 'Port of Liege', 'Province of East Flanders', 'Province of Flemish Brabant', 'Center for Cyber Security Belgium (CCB)', 'Province of Limburg', 'Walloon Region']","['Social groups', 'Critical infrastructure', 'State institutions / political system']","['Transportation', 'Civil service / administration', 'Government / ministries', 'Advocacy / activists (e.g. human rights organizations)', 'Legislative']","['EUROPE', 'EU', 'NATO', 'WESTEU']","System/ideology","EU, USA et. al –  Russia","Not available","Not available","System / ideology","Not available","Not available","Moderate - high political importance","Days (< 7 days)","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","Not available",0,"euro","11-50",20,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2024-10-08","2024-12-23"
655,"Russia","RU","Bermuda","BM",2641,"Unattributed actors disrupted Bermudian government IT systems beginning 20 September 2023","Unattributed actors disrupted government IT systems of the British Overseas Territory Bermuda beginning 20 September 2023, Bermuda's Home Affairs Minister Walter Roban confirmed in a press conference. Government email and the main switchboard remained non-functioning on 25 September. Government agencies, like the Health Insurance Department, were unable to accept online or process new registrations.
In a press conference on 21 September, Bermuda Premier Edward David Burt declared that the incident also affected another Caribbean country. According to Burt, initial findings indicated the attack originated from Russia.","2023-09-20 00:00:00","Not available","Incident disclosed by authorities of victim state","Prolonged system outage (e.g., wiper)",8,"Low",4,4,1,3,0,"Not available","13627","Unknown","Unknown","Not available","4972_0","['Not available']","['State institutions / political system']","['Government / ministries']","['NORTHAM']","Unknown","Not available","Unknown","Not available","Unknown","Not available","Not available","Moderate - high political importance","Weeks (< 4 weeks)","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","Not available",0,"euro","1-10",1,"Not available","Not available","1-10",1,0,0,1,1,0,0,0,"2023-09-25","2024-04-02"
656,"Russia","RU","Bulgaria","BG",952,"Bulgaria presidential election and referendum hack","Allegedly Russian hackers disrupted the websites of the bulgarian electoral commission, presidency and other government institutions in the course of the upcoming presidential elections and the referendum on 6th of novermber.","2016-10-01 00:00:00","Not available","Incident disclosed by authorities of victim state","DDoS/Defacement",0,"Not available",1,1,1,0,0,"Not available","3093","Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","State affiliated actor","Not available","1491_0","['Not available']","['State institutions / political system']","['Election infrastructure / related systems']","['EUROPE', 'BALKANS', 'NATO', 'EU']","Unknown","Not available","Unknown","Not available","International power","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"euro","Not available",0,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2022-08-15","2022-11-02"
656,"Russia","RU","Bulgaria","BG",1065,"BadRabbit - 2017","A threat actor launched a ransomware operation on networks in several countries, mainly in Russia. The operation is believed to have disrupted the Kiev metro system and the Odessa airport. In October 2018, the United Kingdom attributed this incident to Russian military intelligence GRU. But it seems contested, whether it was the work of Fancy Bear or Telebots (aka Sandworm).","2017-10-24 00:00:00","2017-10-24 00:00:00","Incident disclosed by IT-security company","Ransomware & data theft extortion",0,"Not available",4,4,3,0,0,"Not available","14785","Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/Forest Blizzard fka STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007/ITG05/BlueDelta (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","State","Not available","1695_1","['Not available']","['Critical infrastructure', 'State institutions / political system']","['Government / ministries', 'Finance']","['EUROPE', 'BALKANS', 'NATO', 'EU']","Unknown","Not available","Unknown","Not available","Unknown","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"euro","Not available",0,"Not available","Not available","Not available",0,0,0,1,1,0,0,1,"2022-08-15","2024-05-24"
656,"Russia","RU","Bulgaria","BG",1590,"The Bulgarian post was disrupted in April 2022","The Bulgarian Post was hit by a cyber attack of unknown origin, but Bulgarian cybersecurity experts suspect Russian involvement behind the attack. These hackers utilized Delphi software, of which its users are ""99 %"" in Russia, and disrupted postal service in order to cause tension.","2022-04-04 00:00:00","2022-04-16 00:00:00","Incident disclosed by victim","Prolonged system outage (e.g., wiper)",7,"Low",3,3,1,1,0,"Not available","12392","Unknown","Unknown","Not available","2598_0","['Bulgarian Post']","['State institutions / political system']","['Civil service / administration']","['EUROPE', 'BALKANS', 'NATO', 'EU']","Unknown","Not available","Unknown","Not available","Unknown","Not available","Not available","Moderate - high political importance","Day (< 24h)","Data corruption (deletion/altering) but no leaking of data, no data breach/exfiltration OR major data breach / exfiltration, but no data corruption and/or leaking of data","Not available",0,"euro","1-10",1,"Not available","Not available","Not available",0,0,0,1,1,0,0,0,"2022-10-14","2023-08-17"
656,"Russia","RU","Bulgaria","BG",1603,"Pro-Russian group KillNet disrupted various Bulgarian websites on 15 October 2022","Russian hacktivist group KillNet disrupted various Bulgarian websites, including of government, airports, media and a telecommunication company, on 15 October 2022, according to statements by the hackers
","2022-10-15 00:00:00","2022-10-15 00:00:00","Incident disclosed by authorities of victim state","DDoS/Defacement",4,"Minor",1,1,3,0,0,"Not available","7969","Killnet","Non-state-group","Hacktivist(s)","2627_2","['Ministry of Defence (Bulgaria)', 'Ministry of Justice (Bulgaria)', 'Not available', 'Ministry of Interior (Bulgaria)', 'Presidency (Bulgaria)', 'Constitutional Court (Bulgaria)']","['Critical infrastructure', 'State institutions / political system']","['Government / ministries', 'Transportation', 'Telecommunications', 'Judiciary']","['EUROPE', 'BALKANS', 'NATO', 'EU']","Unknown","Not available","Unknown","Not available","System / ideology","Not available","Not available","Moderate - high political importance","Day (< 24h)","No data breach/exfiltration or data corruption (deletion/altering) and/or leaking of data","Not available",0,"euro","Not available",0,"Not available","Not available","Not available",0,0,0,1,0,0,0,0,"2022-10-17","2024-02-26"
657,"Russia","RU","Canada","CA",163,"First Phase Dragonfly aka EnergeticBear (2011-2014)","The Dragonfly group, which is also known by other vendors as EnergeticBear, appears to have been in operation since at least 2011 and may have been active even longer than that. Dragonfly initially targeted defense and aviation companies in the US and Canada before shifting its focus mainly to US and European energy firms in early 2013. In their campaign against companies and organizations in the international energy sector, including oil and gas firms, nuclear power plants, and utility and power transmission companies. they used the malware ""Havex"". 
An US indictment from August 26, 2021 charged three Russian hackers from the Military Unit 71330 or “Center 16” of the FSB for the campaign. ","2011-01-01 00:00:00","Not available","Incident disclosed by IT-security company","Data theft",0,"Not available",4,4,2,0,0,"Not available","2339","Marat Valeryevich Tyukov (FSB, Center 16, Military Unit 71330)","State","Not available","376_0","['Not available']","['Critical infrastructure']","['Defence industry']","['NATO', 'NORTHAM']","Unknown","Not available","Unknown","Not available","Unknown","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"euro","Not available",0,"Not available","Not available","Not available",0,1,0,0,1,0,0,0,"2022-08-15","2023-03-13"
657,"Russia","RU","Canada","CA",798,"Tainted Leaks 2016","Documents stolen from a prominent journalist and critic of the Russian government were manipulated and then released/leaked. The operation against the journalist led us to the discovery of a larger phishing operation, with over 200 unique targets spanning 39 countries (including members of 28 governments).","2016-01-01 00:00:00","Not available","Incident disclosed by third-party-actor (e.g., Citizen Lab, Amnesty International, whistleblowers) or authorities of another state","Hack and leak",0,"Not available",2,2,1,0,0,"Not available","948","Cyber Berkut","State affiliated actor","Not available","1268_1","['Not available']","['State institutions / political system']","['Government / ministries', 'Military']","['NATO', 'NORTHAM']","Unknown","Not available","Unknown","Not available","System / ideology","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"Not available","Not available",0,"Not available","Not available","Not available",0,0,1,0,0,0,0,0,"2022-08-15","2024-05-24"
657,"Russia","RU","Canada","CA",1307,"Wellmess/WellMail - 2020","The Russian hacking group APT29 continues to use a malware called WellMess to attack research facilities for COVID-19 vaccines, although in 2020 the malware was already attributed to APT by the U.S., U.K. and Canada.","2020-01-01 00:00:00","Not available","Incident disclosed by authorities of victim state","Data theft",0,"Not available",3,3,1,0,0,"Not available","14695","SVR","State","Not available","2155_0","['Not available']","['Critical infrastructure']","['Health']","['NATO', 'NORTHAM']","International power","Not available","Yes / HIIK intensity","HIIK 2","International power","Not available","Not available","Moderate - high political importance","Not available","Not available","Not available",0,"euro","Not available",0,"Not available","Not available","Not available",0,1,0,0,1,0,0,0,"2022-08-15","2023-12-04"
